teamId,gameId,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor
398,401552998,"""wilkes-university-colonels""","""Wilkes University""","""Colonels""","""Wilkes""","""WIL""","""Wilkes University Colonels""","""Colonels""",002856,ffcd00
399,401539980,"""ualbany-great-danes""","""UAlbany""","""Great Danes""","""UAlbany""","""ALB""","""UAlbany Great Danes""","""Great Danes""",3D2777,ffffff
402,401550133,"""worcester-state-college-lancers""","""Worcester State College""","""Lancers""","""Wor State""","""WOR""","""Worcester State College Lancers""","""Lancers""",004b8e,ffc629
409,401550232,"""concordia-wi-falcons""","""Concordia (WI)""","""Falcons""","""Concordia (WI)""","""CON""","""Concordia (WI) Falcons""","""Falcons""",245699,b1b3b3
411,401544146,"""chapman-university-panthers""","""Chapman University""","""Panthers""","""Chapman""","""CHA""","""Chapman University Panthers""","""Panthers""",ab1d38,000000
415,401550491,"""george-fox-bruins""","""George Fox""","""Bruins""","""George Fox""","""GFX""","""George Fox Bruins""","""Bruins""",002d62,c2a303
417,401551513,"""gallaudet-bison""","""Gallaudet""","""Bison""","""Gallaudet""","""GAL""","""Gallaudet Bison""","""Bison""",000000,
418,401550408,"""hendrix-college-warriors""","""Hendrix College""","""Warriors""","""Hendrix""","""HEN""","""Hendrix College Warriors""","""Warriors""",,
424,401544993,"""capital-university-comets""","""Capital University""","""Comets""","""Capital""","""CAP""","""Capital University Comets""","""Comets""",000000,
425,401545853,"""northern-state-wolves""","""Northern State""","""Wolves""","""Northrn State""","""NSU""","""Northern State Wolves""","""Wolves""",000000,
426,401544107,"""mount-union-raiders""","""Mount Union""","""Raiders""","""Mount Union""","""MOU""","""Mount Union Raiders""","""Raiders""",000000,
427,401550249,"""ohio-northern-polar-bears""","""Ohio Northern""","""Polar Bears""","""Ohio Northern""","""ON""","""Ohio Northern Polar Bears""","""Polar Bears""",000000,
433,401550456,"""westminster-mo-blue-jays""","""Westminster (MO)""","""Blue Jays""","""Westminster MO""","""WMO""","""Westminster (MO) Blue Jays""","""Blue Jays""",06496f,ffffff
437,401546996,"""lake-erie-storm""","""Lake Erie""","""Storm""","""Lake Erie""","""LKE""","""Lake Erie Storm""","""Storm""",000000,
446,401549770,"""martin-luther-knights""","""Martin Luther""","""Knights""","""Martin Luther ""","""MAR""","""Martin Luther Knights""","""Knights""",000000,
452,401568378,"""endicott-college-gulls""","""Endicott College""","""Gulls""","""Endicott ""","""END""","""Endicott College Gulls""","""Gulls""",000000,
455,401545777,"""west-virginia-wesleyan-bobcats""","""West Virginia Wesleyan""","""Bobcats""","""W VA Wesleyan""","""WES""","""West Virginia Wesleyan Bobcats""","""Bobcats""",000000,
471,401553855,"""stevenson-mustangs""","""Stevenson""","""Mustangs""","""Stevenson""","""STEV""","""Stevenson Mustangs""","""Mustangs""",005747,000000
490,401551140,"""benedict-college-tigers""","""Benedict College""","""Tigers""","""Benedict""","""BEN""","""Benedict College Tigers""","""Tigers""",,
509,401547133,"""crown-college-polars""","""Crown College""","""Polars""","""Crown College""","""CROWN""","""Crown College Polars""","""Polars""",5c2f92,ffffff
548,401549796,"""lagrange-college-panthers""","""LaGrange College""","""Panthers""","""LaGrange ""","""LAG""","""LaGrange College Panthers""","""Panthers""",000000,
559,401545813,"""university-of-mary-marauders""","""University of Mary""","""Marauders""","""Univ of Mary""","""UNI""","""University of Mary Marauders""","""Marauders""",000000,
568,401544883,"""minot-state-beavers""","""Minot State""","""Beavers""","""Minot State""","""MNT""","""Minot State Beavers""","""Beavers""",000000,
583,401550460,"""northwestern-mn-eagles""","""Northwestern (MN)""","""Eagles""","""Northwestern MN""","""NMN""","""Northwestern (MN) Eagles""","""Eagles""",000000,
587,401545737,"""notre-dame-college-oh-falcons""","""Notre Dame College (OH)""","""Falcons""","""Notre Dame (OH)""","""NOT""","""Notre Dame College (OH) Falcons""","""Falcons""",000000,
611,401545968,"""seton-hill-griffins""","""Seton Hill""","""Griffins""","""Seton Hill""","""SH""","""Seton Hill Griffins""","""Griffins""",000000,
613,401546009,"""south-dakota-mines-hardrockers""","""South Dakota Mines""","""Hardrockers""","""SD Mines""","""SDM""","""South Dakota Mines Hardrockers""","""Hardrockers""",000000,
620,401540466,"""taylor-trojans""","""Taylor""","""Trojans""","""Taylor""","""TAY""","""Taylor Trojans""","""Trojans""",000000,
630,401547182,"""wayland-baptist-pioneers""","""Wayland Baptist""","""Pioneers""","""Wayland""","""WAY""","""Wayland Baptist Pioneers""","""Pioneers""",,
2000,401540185,"""abilene-christian-wildcats""","""Abilene Christian""","""Wildcats""","""Abilene Chrstn""","""ACU""","""Abilene Christian Wildcats""","""Wildcats""",4e2683,ebebeb
2001,401544900,"""adams-state-grizzlies""","""Adams State""","""Grizzlies""","""Adams St""","""ADA""","""Adams State Grizzlies""","""Grizzlies""",000000,
2003,401541123,"""adrian-bulldogs""","""Adrian""","""Bulldogs""","""Adrian""","""ADR""","""Adrian Bulldogs""","""Bulldogs""",000000,
2005,401532584,"""air-force-falcons""","""Air Force""","""Falcons""","""Air Force""","""AFA""","""Air Force Falcons""","""Falcons""",004a7b,ffffff
2006,401520256,"""akron-zips""","""Akron""","""Zips""","""Akron""","""AKR""","""Akron Zips""","""Zips""",00285e,84754e
2010,401540087,"""alabama-am-bulldogs""","""Alabama A&M""","""Bulldogs""","""Alabama A&M""","""AAMU""","""Alabama A&M Bulldogs""","""Bulldogs""",790000,ffffff
2011,401540117,"""alabama-state-hornets""","""Alabama State""","""Hornets""","""Alabama St""","""ALST""","""Alabama State Hornets""","""Hornets""",e9a900,0a0a0a
2013,401547041,"""albany-state-golden-rams""","""Albany State""","""Golden Rams""","""Albany St""","""ALBS""","""Albany State Golden Rams""","""Golden Rams""",000000,
2015,401544063,"""albright-lions""","""Albright""","""Lions""","""Albright""","""ALB""","""Albright Lions""","""Lions""",c82e48,000000
2016,401540126,"""alcorn-state-braves""","""Alcorn State""","""Braves""","""Alcorn St""","""ALCN""","""Alcorn State Braves""","""Braves""",4b0058,46166a
2017,401545746,"""alderson-broaddus-battlers""","""Alderson Broaddus""","""Battlers""","""Alderson Broad.""","""ABC""","""Alderson Broaddus Battlers""","""Battlers""",,
2018,401550027,"""allegheny-gators""","""Allegheny""","""Gators""","""Allegheny""","""ALL""","""Allegheny Gators""","""Gators""",000000,
2019,401547072,"""allen-yellow-jackets""","""Allen""","""Yellow Jackets""","""Allen""","""ALN""","""Allen Yellow Jackets""","""Yellow Jackets""",,
2022,401552868,"""american-international-yellow-jackets""","""American International""","""Yellow Jackets""","""American Int'l""","""AIC""","""American International Yellow Jackets""","""Yellow Jackets""",000000,
2023,401550097,"""anderson-in-ravens""","""Anderson (IN)""","""Ravens""","""Anderson IN""","""AND""","""Anderson (IN) Ravens""","""Ravens""",000000,
2025,401541892,"""angelo-state-rams""","""Angelo State""","""Rams""","""Angelo State""","""ANG""","""Angelo State Rams""","""Rams""",000000,
2026,401531870,"""appalachian-state-mountaineers""","""Appalachian State""","""Mountaineers""","""Appalachian St""","""APP""","""Appalachian State Mountaineers""","""Mountaineers""",000000,ffcd00
2028,401540778,"""arkansas-monticello-boll-weevils""","""Arkansas-Monticello""","""Boll Weevils""","""Ark-Monticello""","""ARK""","""Arkansas-Monticello Boll Weevils""","""Boll Weevils""",000000,
2029,401540087,"""arkansas-pine-bluff-golden-lions""","""Arkansas-Pine Bluff""","""Golden Lions""","""AR-Pine Bluff""","""UAPB""","""Arkansas-Pine Bluff Golden Lions""","""Golden Lions""",e0aa0f,eaaa00
2032,401531874,"""arkansas-state-red-wolves""","""Arkansas State""","""Red Wolves""","""Arkansas St""","""ARST""","""Arkansas State Red Wolves""","""Red Wolves""",e81018,000000
2033,401540720,"""arkansas-tech-wonder-boys""","""Arkansas Tech""","""Wonder Boys""","""Arkansas Tech""","""ARK""","""Arkansas Tech Wonder Boys""","""Wonder Boys""",000000,
2038,401545784,"""assumption-greyhounds""","""Assumption""","""Greyhounds""","""Assumption""","""ASP""","""Assumption Greyhounds""","""Greyhounds""",000000,
2042,401544937,"""augustana-college-il-vikings""","""Augustana College (IL)""","""Vikings""","""Augustana IL""","""AUG""","""Augustana College (IL) Vikings""","""Vikings""",000000,
2043,401545802,"""augustana-university-sd-vikings""","""Augustana University (SD)""","""Vikings""","""Augustana SD""","""AUG""","""Augustana University (SD) Vikings""","""Vikings""",000000,
2044,401550221,"""aurora-spartans""","""Aurora""","""Spartans""","""Aurora""","""AUR""","""Aurora Spartans""","""Spartans""",00549f,000000
2045,401547133,"""austin-college-roos""","""Austin College""","""'Roos""","""Austin""","""AUS""","""Austin College 'Roos""","""'Roos""",000000,
2046,401540175,"""austin-peay-governors""","""Austin Peay""","""Governors""","""Austin Peay""","""APSU""","""Austin Peay Governors""","""Governors""",8e0b0b,
2047,401550310,"""averett-cougars""","""Averett""","""Cougars""","""Averett""","""AVE""","""Averett Cougars""","""Cougars""",012853,fdbb30
2050,401531871,"""ball-state-cardinals""","""Ball State""","""Cardinals""","""Ball State""","""BALL""","""Ball State Cardinals""","""Cardinals""",DA0000,ffffff
2056,401549787,"""belhaven-university-blazers""","""Belhaven University""","""Blazers""","""Belhaven""","""BEL""","""Belhaven University Blazers""","""Blazers""",215732,f2a900
2060,401549700,"""bentley-falcons""","""Bentley""","""Falcons""","""Bentley""","""BENT""","""Bentley Falcons""","""Falcons""",000000,
2062,401550027,"""bethany-wv-bison""","""Bethany (WV)""","""Bison""","""Bethany (WV)""","""BET""","""Bethany (WV) Bison""","""Bison""",000000,
2065,401540142,"""bethune-cookman-wildcats""","""Bethune-Cookman""","""Wildcats""","""Bethune""","""BCU""","""Bethune-Cookman Wildcats""","""Wildcats""",7b1831,e9aa12
2069,401545975,"""black-hills-state-yellow-jackets""","""Black Hills State""","""Yellow Jackets""","""Black Hills St""","""BHS""","""Black Hills State Yellow Jackets""","""Yellow Jackets""",000000,
2071,401541004,"""bloomsburg-huskies""","""Bloomsburg""","""Huskies""","""Bloomsburg""","""BLOM""","""Bloomsburg Huskies""","""Huskies""",000000,
2074,401541066,"""bluffton-beavers""","""Bluffton""","""Beavers""","""Bluffton""","""BLU""","""Bluffton Beavers""","""Beavers""",46166a,ffffff
2075,401540652,"""bowie-state-bulldogs""","""Bowie State""","""Bulldogs""","""Bowie St""","""BSU""","""Bowie State Bulldogs""","""Bulldogs""",000000,
2079,401550318,"""bridgewater-college-va-eagles""","""Bridgewater College (VA)""","""Eagles""","""Bridgewater VA""","""BRI""","""Bridgewater College (VA) Eagles""","""Eagles""",990022,8d724b
2083,401540048,"""bucknell-bison""","""Bucknell""","""Bison""","""Bucknell""","""BUCK""","""Bucknell Bison""","""Bison""",000060,00316e
2084,401531875,"""buffalo-bulls""","""Buffalo""","""Bulls""","""Buffalo""","""BUFF""","""Buffalo Bulls""","""Bulls""",041A9B,ebebeb
2085,401553020,"""buffalo-state-bengals""","""Buffalo State""","""Bengals""","""BUFFALOST""","""BUF""","""Buffalo State Bengals""","""Bengals""",000000,
2086,401540567,"""butler-bulldogs""","""Butler""","""Bulldogs""","""Butler""","""BUT""","""Butler Bulldogs""","""Bulldogs""",0d1361,00a3e0
2094,401550342,"""california-lutheran-kingsmen""","""California Lutheran""","""Kingsmen""","""Cal Luthrn""","""CAL""","""California Lutheran Kingsmen""","""Kingsmen""",3b2361,fec223
2097,401540314,"""campbell-fighting-camels""","""Campbell""","""Fighting Camels""","""Campbell""","""CAM""","""Campbell Fighting Camels""","""Fighting Camels""",000000,
2101,401541075,"""carleton-college-knights""","""Carleton College""","""Knights""","""Carleton""","""CAR""","""Carleton College Knights""","""Knights""",173a79,edac09
2102,401550375,"""carnegie-mellon-tartans""","""Carnegie Mellon""","""Tartans""","""Carnegie Mellon""","""CAR""","""Carnegie Mellon Tartans""","""Tartans""",000000,
2105,401541035,"""carson-newman-eagles""","""Carson-Newman""","""Eagles""","""Carsn-Nwmn""","""CAR""","""Carson-Newman Eagles""","""Eagles""",f2682a,0c233f
2106,401549640,"""carthage-redmen""","""Carthage""","""Redmen""","""Carthage""","""CAR""","""Carthage Redmen""","""Redmen""",000000,
2107,401547008,"""catawba-indians""","""Catawba""","""Indians""","""Catawba""","""CAT""","""Catawba Indians""","""Indians""",0c233f,cb152f
2108,401550051,"""catholic-university-cardinals""","""Catholic University""","""Cardinals""","""Catholic""","""CAT""","""Catholic University Cardinals""","""Cardinals""",000000,
2110,401540185,"""central-arkansas-bears""","""Central Arkansas""","""Bears""","""C Arkansas""","""CARK""","""Central Arkansas Bears""","""Bears""",a7a9ac,8e959a
2115,401540005,"""central-connecticut-blue-devils""","""Central Connecticut""","""Blue Devils""","""C Connecticut""","""CCSU""","""Central Connecticut Blue Devils""","""Blue Devils""",1B49A2,d1d5d8
2116,401525848,"""ucf-knights""","""UCF""","""Knights""","""UCF""","""UCF""","""UCF Knights""","""Knights""",000000,231f20
2117,401531876,"""central-michigan-chippewas""","""Central Michigan""","""Chippewas""","""C Michigan""","""CMU""","""Central Michigan Chippewas""","""Chippewas""",6a0032,ffffff
2118,401541931,"""central-missouri-mules""","""Central Missouri""","""Mules""","""Cent Missouri""","""CEN""","""Central Missouri Mules""","""Mules""",000000,
2119,401547072,"""central-state-oh-marauders""","""Central State (OH)""","""Marauders""","""Central St""","""CEN""","""Central State (OH) Marauders""","""Marauders""",000000,
2120,401541924,"""central-washington-wildcats""","""Central Washington""","""Wildcats""","""C Wash""","""CEN""","""Central Washington Wildcats""","""Wildcats""",000000,
2121,401544136,"""centre-college-colonels""","""Centre College""","""Colonels""","""Centre""","""CEN""","""Centre College Colonels""","""Colonels""",000000,
2122,401541941,"""central-oklahoma-bronchos""","""Central Oklahoma""","""Bronchos""","""Cent Oklahoma""","""CEN""","""Central Oklahoma Bronchos""","""Bronchos""",000000,
2123,401545982,"""chadron-state-eagles""","""Chadron State""","""Eagles""","""Chadron St""","""CHA""","""Chadron State Eagles""","""Eagles""",000000,
2127,401540472,"""charleston-southern-buccaneers""","""Charleston Southern""","""Buccaneers""","""Charleston So""","""CHSO""","""Charleston Southern Buccaneers""","""Buccaneers""",2e3192,ded090
2128,401545777,"""charleston-wv-golden-eagles""","""Charleston (WV)""","""Golden Eagles""","""Charl WV""","""UNI""","""Charleston (WV) Golden Eagles""","""Golden Eagles""",000000,
2132,401525845,"""cincinnati-bearcats""","""Cincinnati""","""Bearcats""","""Cincinnati""","""CIN""","""Cincinnati Bearcats""","""Bearcats""",000000,717073
2134,401541015,"""clarion-golden-eagles""","""Clarion""","""Golden Eagles""","""Clarion""","""CLA""","""Clarion Golden Eagles""","""Golden Eagles""",000000,
2141,401547101,"""coe-college-kohawks""","""Coe College""","""Kohawks""","""Coe College""","""COE""","""Coe College Kohawks""","""Kohawks""",881922,c8934a
2142,401540067,"""colgate-raiders""","""Colgate""","""Raiders""","""Colgate""","""COLG""","""Colgate Raiders""","""Raiders""",8B011D,231f20
2146,401545995,"""colorado-school-of-mines-orediggers""","""Colorado School of Mines""","""Orediggers""","""Colorado Mines""","""COL""","""Colorado School of Mines Orediggers""","""Orediggers""",000000,
2148,401545709,"""concord-mountain-lions""","""Concord""","""Mountain Lions""","""Concord""","""CON""","""Concord Mountain Lions""","""Mountain Lions""",000000,
2151,401549674,"""concordia-chicago-cougars""","""Concordia-Chicago""","""Cougars""","""Concordia-Chi""","""CON""","""Concordia-Chicago Cougars""","""Cougars""",572a31,ffc72e
2152,401550169,"""concordia-moorhead-cobbers""","""Concordia-Moorhead""","""Cobbers""","""Cncrdia MH""","""CON""","""Concordia-Moorhead Cobbers""","""Cobbers""",701d45,ffffff
2155,401550208,"""cornell-college-ia-rams""","""Cornell College (IA)""","""Rams""","""Cornell Co (IA)""","""COR""","""Cornell College (IA) Rams""","""Rams""",000000,
2166,401540399,"""davidson-wildcats""","""Davidson""","""Wildcats""","""Davidson""","""DAV""","""Davidson Wildcats""","""Wildcats""",000000,e51837
2168,401540467,"""dayton-flyers""","""Dayton""","""Flyers""","""Dayton""","""DAY""","""Dayton Flyers""","""Flyers""",004B8D,ffffff
2169,401532408,"""delaware-state-hornets""","""Delaware State""","""Hornets""","""Delaware St""","""DSU""","""Delaware State Hornets""","""Hornets""",FF3630,009cdd
2170,401541848,"""delta-state-statesmen""","""Delta State""","""Statesmen""","""Delta State""","""DELT""","""Delta State Statesmen""","""Statesmen""",00753e,000000
2171,401550256,"""denison-big-red""","""Denison""","""Big Red""","""Denison""","""DEN""","""Denison Big Red""","""Big Red""",000000,
2175,401554813,"""dickinson-pa-red-devils""","""Dickinson (PA)""","""Red Devils""","""Dickinson (PA)""","""DCK""","""Dickinson (PA) Red Devils""","""Red Devils""",ed192d,000000
2181,401540514,"""drake-bulldogs""","""Drake""","""Bulldogs""","""Drake""","""DRKE""","""Drake Bulldogs""","""Bulldogs""",004477,c0c0c0
2184,401540013,"""duquesne-dukes""","""Duquesne""","""Dukes""","""Duquesne""","""DUQ""","""Duquesne Dukes""","""Dukes""",002D62,b90b2e
2188,401541026,"""east-stroudsburg-warriors""","""East Stroudsburg""","""Warriors""","""E Stroudsburg""","""EAS""","""East Stroudsburg Warriors""","""Warriors""",000000,
2191,401541777,"""east-central-tigers""","""East Central""","""Tigers""","""E Cen OK""","""EAS""","""East Central Tigers""","""Tigers""",000000,
2193,401540591,"""east-tennessee-state-buccaneers""","""East Tennessee State""","""Buccaneers""","""ETSU""","""ETSU""","""East Tennessee State Buccaneers""","""Buccaneers""",002d61,ffc423
2194,401547134,"""east-texas-baptist-tigers""","""East Texas Baptist""","""Tigers""","""E Texas Baptist""","""EAS""","""East Texas Baptist Tigers""","""Tigers""",002b44,e0ad13
2197,401540390,"""eastern-illinois-panthers""","""Eastern Illinois""","""Panthers""","""E Illinois""","""EIU""","""Eastern Illinois Panthers""","""Panthers""",000000,bebab9
2198,401540193,"""eastern-kentucky-colonels""","""Eastern Kentucky""","""Colonels""","""E Kentucky""","""EKU""","""Eastern Kentucky Colonels""","""Colonels""",660819,f0f0f0
2199,401520257,"""eastern-michigan-eagles""","""Eastern Michigan""","""Eagles""","""E Michigan""","""EMU""","""Eastern Michigan Eagles""","""Eagles""",00331b,f0f0f0
2201,401540983,"""eastern-new-mexico-greyhounds""","""Eastern New Mexico""","""Greyhounds""","""Eastern NM""","""EAS""","""Eastern New Mexico Greyhounds""","""Greyhounds""",000000,
2205,401545863,"""edinboro-fighting-scots""","""Edinboro""","""Fighting Scots""","""Edinboro""","""EDI""","""Edinboro Fighting Scots""","""Fighting Scots""",000000,
2206,401547034,"""edward-waters-tigers""","""Edward Waters""","""Tigers""","""Edward Waters""","""EAU""","""Edward Waters Tigers""","""Tigers""",,
2207,401540694,"""elizabeth-city-state-vikings""","""Elizabeth City State""","""Vikings""","""Eliz City St""","""ELIZ""","""Elizabeth City State Vikings""","""Vikings""",000000,
2210,401540314,"""elon-phoenix""","""Elon""","""Phoenix""","""Elon""","""ELON""","""Elon Phoenix""","""Phoenix""",020303,b59a57
2213,401544920,"""emory-henry-college-wasps""","""Emory & Henry College""","""Wasps""","""Emory & Henry""","""EMO""","""Emory & Henry College Wasps""","""Wasps""",1e376d,daad27
2214,401541941,"""emporia-state-hornets""","""Emporia State""","""Hornets""","""Emporia St""","""EMP""","""Emporia State Hornets""","""Hornets""",000000,
2220,401540670,"""fayetteville-state-broncos""","""Fayetteville State""","""Broncos""","""Fayetteville St""","""FAY""","""Fayetteville State Broncos""","""Broncos""",000000,
2221,401544063,"""fdu-florham-devils""","""FDU-Florham""","""Devils""","""FDU Florhm""","""FDU""","""FDU-Florham Devils""","""Devils""",003f87,a32638
2222,401540797,"""ferris-state-bulldogs""","""Ferris State""","""Bulldogs""","""Ferris State""","""FRST""","""Ferris State Bulldogs""","""Bulldogs""",000000,
2224,401541813,"""findlay-oilers""","""Findlay""","""Oilers""","""Findlay""","""FIN""","""Findlay Oilers""","""Oilers""",000000,
2226,401520255,"""florida-atlantic-owls""","""Florida Atlantic""","""Owls""","""FAU""","""FAU""","""Florida Atlantic Owls""","""Owls""",004B85,bb2f4c
2229,401520275,"""florida-international-panthers""","""Florida International""","""Panthers""","""FIU""","""FIU""","""Florida International Panthers""","""Panthers""",001538,c5960c
2230,401540040,"""fordham-rams""","""Fordham""","""Rams""","""Fordham""","""FOR""","""Fordham Rams""","""Rams""",830032,909090
2231,401541952,"""fort-hays-state-tigers""","""Fort Hays State""","""Tigers""","""Fort Hays State""","""FHSU""","""Fort Hays State Tigers""","""Tigers""",000000,
2232,401547062,"""fort-valley-state-wildcats""","""Fort Valley State""","""Wildcats""","""Fort Valley""","""FVS""","""Fort Valley State Wildcats""","""Wildcats""",000000,
2233,401541066,"""franklin-grizzlies""","""Franklin""","""Grizzlies""","""Franklin""","""FRNK""","""Franklin Grizzlies""","""Grizzlies""",1b295b,fdd106
2234,401597649,"""franklin-marshall-diplomats""","""Franklin & Marshall""","""Diplomats""","""Frank & Marsh""","""FR&M""","""Franklin & Marshall Diplomats""","""Diplomats""",25377d,6cb3e9
2237,401544900,"""fort-lewis-skyhawks""","""Fort Lewis""","""Skyhawks""","""Fort Lewis""","""LEW""","""Fort Lewis Skyhawks""","""Skyhawks""",000000,
2241,401531413,"""gardner-webb-runnin-bulldogs""","""Gardner-Webb""","""Runnin' Bulldogs""","""Gardner-Webb""","""GWEB""","""Gardner-Webb Runnin' Bulldogs""","""Runnin' Bulldogs""",c12535,909090
2242,401550381,"""geneva-college-golden-tornadoes""","""Geneva College""","""Golden Tornadoes""","""Geneva College""","""GEN""","""Geneva College Golden Tornadoes""","""Golden Tornadoes""",000000,
2247,401531849,"""georgia-state-panthers""","""Georgia State""","""Panthers""","""Georgia St""","""GAST""","""Georgia State Panthers""","""Panthers""",1e539a,ebebeb
2248,401552994,"""gettysburg-bullets""","""Gettysburg""","""Bullets""","""Gettysburg""","""GET""","""Gettysburg Bullets""","""Bullets""",000000,
2249,401545754,"""glenville-state-pioneers""","""Glenville State""","""Pioneers""","""Glenville State""","""GLN""","""Glenville State Pioneers""","""Pioneers""",000000,
2256,401549787,"""greensboro-college-pride""","""Greensboro College""","""Pride""","""Greensboro""","""GRE""","""Greensboro College Pride""","""Pride""",000000,
2257,401541123,"""greenville-panthers""","""Greenville""","""Panthers""","""Greenville""","""GRE""","""Greenville Panthers""","""Panthers""",f36917,000000
2258,401541113,"""guilford-quakers""","""Guilford""","""Quakers""","""Guilford""","""GUI""","""Guilford Quakers""","""Quakers""",910028,dcddde
2261,401540417,"""hampton-pirates""","""Hampton""","""Pirates""","""Hampton""","""HAMP""","""Hampton Pirates""","""Pirates""",0067AC,
2262,401550092,"""hanover-panthers""","""Hanover""","""Panthers""","""Hanover""","""HAN""","""Hanover Panthers""","""Panthers""",0b486d,990000
2264,401541753,"""harding-university-bisons""","""Harding University""","""Bisons""","""Harding""","""HAR""","""Harding University Bisons""","""Bisons""",000000,
2271,401541753,"""henderson-state-reddies""","""Henderson State""","""Reddies""","""Henderson St""","""HEN""","""Henderson State Reddies""","""Reddies""",000000,
2273,401541813,"""hillsdale-chargers""","""Hillsdale""","""Chargers""","""Hillsdale""","""HIL""","""Hillsdale Chargers""","""Chargers""",000000,
2274,401550256,"""hiram-college-terriers""","""Hiram College""","""Terriers""","""Hiram""","""HIR""","""Hiram College Terriers""","""Terriers""",000000,
2277,401540356,"""houston-christian-huskies""","""Houston Christian""","""Huskies""","""Hou Christian""","""HCU""","""Houston Christian Huskies""","""Huskies""",00539c,
2280,401547197,"""husson-eagles""","""Husson""","""Eagles""","""Husson""","""HUS""","""Husson Eagles""","""Eagles""",004b44,b09a5f
2283,401549674,"""benedictine-university-il-eagles""","""Benedictine University (IL)""","""Eagles""","""Benedictine IL""","""BENC""","""Benedictine University (IL) Eagles""","""Eagles""",000000,
2286,401549661,"""illinois-college-blueboys""","""Illinois College""","""Blueboys""","""Illinois College""","""ILL""","""Illinois College Blueboys""","""Blueboys""",000000,
2287,401540102,"""illinois-state-redbirds""","""Illinois State""","""Redbirds""","""Illinois St""","""ILST""","""Illinois State Redbirds""","""Redbirds""",CE1126,ffe716
2291,401544892,"""indiana-pennsylvania-crimson-hawks""","""Indiana-Pennsylvania""","""Crimson Hawks""","""Indiana (PA)""","""IUP""","""Indiana-Pennsylvania Crimson Hawks""","""Crimson Hawks""",000000,
2292,401540700,"""indianapolis-greyhounds""","""Indianapolis""","""Greyhounds""","""Indianapolis""","""IND""","""Indianapolis Greyhounds""","""Greyhounds""",000000,
2294,401520265,"""iowa-hawkeyes""","""Iowa""","""Hawkeyes""","""Iowa""","""IOWA""","""Iowa Hawkeyes""","""Hawkeyes""",000000,fcd116
2296,401540142,"""jackson-state-tigers""","""Jackson State""","""Tigers""","""Jackson St""","""JKST""","""Jackson State Tigers""","""Tigers""",123297,b5b7ba
2302,401550277,"""john-carroll-blue-streaks""","""John Carroll""","""Blue Streaks""","""John Carroll""","""JOH""","""John Carroll Blue Streaks""","""Blue Streaks""",000000,
2304,401540687,"""johnson-c-smith-golden-bulls""","""Johnson C Smith""","""Golden Bulls""","""Johnson C Smith""","""JOH""","""Johnson C Smith Golden Bulls""","""Golden Bulls""",000000,
2305,401525847,"""kansas-jayhawks""","""Kansas""","""Jayhawks""","""Kansas""","""KU""","""Kansas Jayhawks""","""Jayhawks""",0051ba,e8000d
2306,401525848,"""kansas-state-wildcats""","""Kansas State""","""Wildcats""","""Kansas St""","""KSU""","""Kansas State Wildcats""","""Wildcats""",330a57,e2e3e4
2309,401532407,"""kent-state-golden-flashes""","""Kent State""","""Golden Flashes""","""Kent State""","""KENT""","""Kent State Golden Flashes""","""Golden Flashes""",002445,f0b510
2310,401547062,"""kentucky-state-thorobreds""","""Kentucky State""","""Thorobreds""","""Kentucky St""","""KYST""","""Kentucky State Thorobreds""","""Thorobreds""",000000,
2315,401545876,"""kutztown-golden-bears""","""Kutztown""","""Golden Bears""","""Kutztown""","""KUT""","""Kutztown Golden Bears""","""Golden Bears""",000000,
2316,401541829,"""kentucky-wesleyan-panthers""","""Kentucky Wesleyan""","""Panthers""","""KY Wesleyn""","""KYW""","""Kentucky Wesleyan Panthers""","""Panthers""",000000,
2318,401552871,"""la-verne-leopards""","""La Verne""","""Leopards""","""Laverne""","""LA""","""La Verne Leopards""","""Leopards""",004812,f89828
2320,401540376,"""lamar-cardinals""","""Lamar""","""Cardinals""","""Lamar""","""LAM""","""Lamar Cardinals""","""Cardinals""",000000,ebebeb
2323,401544928,"""lane-dragons""","""Lane""","""Dragons""","""Lane""","""LAC""","""Lane Dragons""","""Dragons""",000000,
2329,401540081,"""lehigh-mountain-hawks""","""Lehigh""","""Mountain Hawks""","""Lehigh""","""LEH""","""Lehigh Mountain Hawks""","""Mountain Hawks""",6c2b2a,b69e70
2331,401541035,"""lenoir-rhyne-bears""","""Lenoir-Rhyne""","""Bears""","""Lenoir-Rhyne""","""LEN""","""Lenoir-Rhyne Bears""","""Bears""",000000,ffffff
2333,401550491,"""lewis-clark-pioneers""","""Lewis & Clark""","""Pioneers""","""Lewis & Clark""","""LEW""","""Lewis & Clark Pioneers""","""Pioneers""",f37737,000000
2335,401520275,"""liberty-flames""","""Liberty""","""Flames""","""Liberty""","""LIB""","""Liberty Flames""","""Flames""",071740,a61f21
2336,401549707,"""limestone-saints""","""Limestone""","""Saints""","""Limestone""","""LIM""","""Limestone Saints""","""Saints""",19468d,fff607
2339,401540687,"""lincoln-pa-lions""","""Lincoln (PA)""","""Lions""","""Lincoln (PA)""","""LINP""","""Lincoln (PA) Lions""","""Lions""",000000,
2348,401520263,"""louisiana-tech-bulldogs""","""Louisiana Tech""","""Bulldogs""","""Louisiana Tech""","""LT""","""Louisiana Tech Bulldogs""","""Bulldogs""",002d65,d3313a
