gameId,homeTeamId,homeTeamName ,awayTeamId,awayTeamName,homeTeamScore,awayTeamScore
401550185,,St. Olaf Oles,,Macalester Scots,38,13
401545829,,Southwest Minnesota State Mustangs,,Minnesota Duluth Bulldogs,0,33
401520264,77,Northwestern Wildcats,135,Minnesota Golden Gophers,37,34
401541952,,Missouri Western Griffons,,Fort Hays State Tigers,28,7
401544878,,Northwest Missouri State Bearcats,,Lincoln (MO) Blue Tigers,59,0
401520259,142,Missouri Tigers,235,Memphis Tigers,34,27
401549640,,Washington University (St. Louis) Bears,,Carthage Redmen,38,7
401520250,333,Alabama Crimson Tide,145,Ole Miss Rebels,24,10
401550375,,Grove City College Wolverines,,Carnegie Mellon Tartans,21,14
401540268,,Weber State Wildcats,,Montana State Bobcats,0,40
401540260,,Northern Arizona Lumberjacks,,Montana Grizzlies,28,14
401520272,41,UConn Huskies,150,Duke Blue Devils,7,41
401531413,,East Carolina Pirates,,Gardner-Webb Runnin' Bulldogs,44,0
401525505,258,Virginia Cavaliers,152,NC State Wolfpack,21,24
401525510,221,Pittsburgh Panthers,153,North Carolina Tar Heels,24,41
401525508,154,Wake Forest Demon Deacons,59,Georgia Tech Yellow Jackets,16,30
401540370,,South Dakota State Jackrabbits,,North Dakota Fighting Hawks,42,21
401520263,158,Nebraska Cornhuskers,2348,Louisiana Tech Bulldogs,28,14
401540081,,Dartmouth Big Green,,Lehigh Mountain Hawks,34,17
401540324,,Delaware Fightin' Blue Hens,,New Hampshire Wildcats,29,25
401541075,,Carleton College Knights,,Hamline Pipers,31,27
401540422,,Princeton Tigers,,Bryant Bulldogs,13,16
401520260,130,Michigan Wolverines,164,Rutgers Scarlet Knights,31,7
401520253,62,Hawai'i Rainbow Warriors,166,New Mexico State Aggies,20,17
401526835,113,Massachusetts Minutemen,167,New Mexico Lobos,31,34
401540058,,Columbia Lions,,Georgetown Hoyas,30,0
401540307,,Yale Bulldogs,,Cornell Big Red,21,23
401551512,,Nichols Bison,,Hartwick Hawks,52,3
401549581,,Hobart Statesmen,,Keystone Giants,43,10
