teamId,gameId,oddsExist,homeTeamId,awayTeamId,awayFavorite,homeFavorite,provider,favorite,underdog,spread,details,overUnder,awayMoneyLine,homeMoneyLine,awayspreadOdds,homespreadOdds,teamId2,gameId2,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor
teamId_2844,401545806,False,,,,,NONE,,,,,,,,,,2844,401545806,wayne-state-ne-wildcats,Wayne State (NE),Wildcats,Wayne State NE,WNST,Wayne State (NE) Wildcats,Wildcats,000000,
teamId_2845,401550388,False,,,,,NONE,,,,,,,,,,2845,401550388,waynesburg-yellow-jackets,Waynesburg,Yellow Jackets,Waynesburg,WAYN,Waynesburg Yellow Jackets,Yellow Jackets,000000,
teamId_2848,401541909,False,,,,,NONE,,,,,,,,,,2848,401541909,western-oregon-wolves,Western Oregon,Wolves,Western Oregon,WOR,Western Oregon Wolves,Wolves,000000,
teamId_2849,401544122,False,,,,,NONE,,,,,,,,,,2849,401544122,westminster-pa-titans,Westminster (PA),Titans,Westminster PA,WPA,Westminster (PA) Titans,Titans,000000,
teamId_2851,401545840,False,,,,,NONE,,,,,,,,,,2851,401545840,winona-state-warriors,Winona State,Warriors,Winona State,WIN,Winona State Warriors,Warriors,000000,
teamId_2858,401545867,False,,,,,NONE,,,,,,,,,,2858,401545867,california-pa-vulcans,California (PA),Vulcans,PennWest Cal,CAL,California (PA) Vulcans,Vulcans,000000,
teamId_2871,401558981,False,,,,,NONE,,,,,,,,,,2871,401558981,kean-university-cougars,Kean University,Cougars,Kean,KEA,Kean University Cougars,Cougars,092f56,ffffff
teamId_2876,401547001,False,,,,,NONE,,,,,,,,,,2876,401547001,lincoln-mo-blue-tigers,Lincoln (MO),Blue Tigers,Lincoln (MO),LIMO,Lincoln (MO) Blue Tigers,Blue Tigers,000000,
teamId_2882,401540998,False,,,,,NONE,,,,,,,,,,2882,401540998,unc-pembroke-braves,UNC Pembroke,Braves,UNC Pembroke,UNCP,UNC Pembroke Braves,Braves,000000,
teamId_2884,401550082,False,,,,,NONE,,,,,,,,,,2884,401550082,nichols-bison,Nichols,Bison,Nichls Col,NIC,Nichols Bison,Bison,007b5f,000000
teamId_2886,401541831,False,,,,,NONE,,,,,,,,,,2886,401541831,northwood-mi-timberwolves,Northwood (MI),Timberwolves,Northwood MI,NAR,Northwood (MI) Timberwolves,Timberwolves,000000,
teamId_2888,401541786,False,,,,,NONE,,,,,,,,,,2888,401541786,ouachita-baptist-tigers,Ouachita Baptist,Tigers,Ouachita Bapt,OB,Ouachita Baptist Tigers,Tigers,000000,
teamId_2891,401550211,False,,,,,NONE,,,,,,,,,,2891,401550211,ripon-red-hawks,Ripon,Red Hawks,Ripon,RIP,Ripon Red Hawks,Red Hawks,000000,
teamId_2894,401544880,False,,,,,NONE,,,,,,,,,,2894,401544880,sioux-falls-cougars,Sioux Falls,Cougars,Siouxfalls,SIO,Sioux Falls Cougars,Cougars,000000,
teamId_2896,401549792,False,,,,,NONE,,,,,,,,,,2896,401549792,southern-virginia-knights,Southern Virginia,Knights,So Virginia,SV,Southern Virginia Knights,Knights,000000,
teamId_2900,401540526,False,,,,,NONE,,,,,,,,,,2900,401540526,st-thomas-minnesota-tommies,St. Thomas-Minnesota,Tommies,St Thomas (MN),STMN,St. Thomas-Minnesota Tommies,Tommies,000000,
teamId_2909,401553018,False,,,,,NONE,,,,,,,,,,2909,401553018,westfield-state-owls,Westfield State,Owls,Westfield St,WSTF,Westfield State Owls,Owls,1b509e,000000
teamId_2911,401540734,False,,,,,NONE,,,,,,,,,,2911,401540734,william-jewell-cardinals,William Jewell,Cardinals,William Jewell,WIJ,William Jewell Cardinals,Cardinals,000000,
teamId_2913,401549815,False,,,,,NONE,,,,,,,,,,2913,401549815,brevard-college-tornados,Brevard College,Tornados,Brevard,BRE,Brevard College Tornados,Tornados,000000,
teamId_2916,401540379,False,,,,,NONE,,,,,,,,,,2916,401540379,incarnate-word-cardinals,Incarnate Word,Cardinals,Incarnate Word,UIW,Incarnate Word Cardinals,Cardinals,000000,080808
teamId_2919,401550211,False,,,,,NONE,,,,,,,,,,2919,401550211,monmouth-il-fighting-scots,Monmouth (IL),Fighting Scots,Monmouth (IL),MNM,Monmouth (IL) Fighting Scots,Fighting Scots,000000,
teamId_2923,401552873,False,,,,,NONE,,,,,,,,,,2923,401552873,pomona-pitzer-sagehens,Pomona Pitzer,Sagehens,Pomona Pitzer,POM,Pomona Pitzer Sagehens,Sagehens,00549a,f7941e
teamId_2927,401541793,False,,,,,NONE,,,,,,,,,,2927,401541793,southwestern-oklahoma-state-bulldogs,Southwestern Oklahoma State,Bulldogs,SW Okla St,SWOK,Southwestern Oklahoma State Bulldogs,Bulldogs,000000,
teamId_2930,401553006,False,,,,,NONE,,,,,,,,,,2930,401553006,willamette-bearcats,Willamette,Bearcats,Willamette,WLME,Willamette Bearcats,Bearcats,960a2c,ab9e76
teamId_2938,401549800,False,,,,,NONE,,,,,,,,,,2938,401549800,huntingdon-college-al-hawks,Huntingdon College (AL),Hawks,Huntingdon,HUNT,Huntingdon College (AL) Hawks,Hawks,000000,
teamId_2940,401552869,False,,,,,NONE,,,,,,,,,,2940,401552869,livingstone-blue-bears,Livingstone,Blue Bears,Livingstone,LIV,Livingstone Blue Bears,Blue Bears,000000,
teamId_2951,401549727,False,,,,,NONE,,,,,,,,,,2951,401549727,suny-maritime-privateers,SUNY Maritime,Privateers,SUNY Maritime,SUNY,SUNY Maritime Privateers,Privateers,000000,
teamId_2963,401550385,False,,,,,NONE,,,,,,,,,,2963,401550385,case-western-reserve-spartans,Case Western Reserve,Spartans,Case Wstrn,CAS,Case Western Reserve Spartans,Spartans,000000,
teamId_2964,401547097,False,,,,,NONE,,,,,,,,,,2964,401547097,central-college-dutch,Central College,Dutch,Central,CEN,Central College Dutch,Dutch,ea0029,c8c8c8
teamId_2967,401550127,False,,,,,NONE,,,,,,,,,,2967,401550127,framingham-state-rams,Framingham State,Rams,Framingham,FRA,Framingham State Rams,Rams,000000,
teamId_2968,401550177,False,,,,,NONE,,,,,,,,,,2968,401550177,gustavus-adolphus-golden-gusties,Gustavus Adolphus,Golden Gusties,Gust. Adolphus,GUS,Gustavus Adolphus Golden Gusties,Golden Gusties,000000,ebb700
teamId_2969,401553013,False,,,,,NONE,,,,,,,,,,2969,401553013,misericordia-cougars,Misericordia,Cougars,Misericordia,MIS,Misericordia Cougars,Cougars,000000,
teamId_2970,401549749,False,,,,,NONE,,,,,,,,,,2970,401549749,william-paterson-pioneers,William Paterson,Pioneers,Will Paterson,WLPT,William Paterson Pioneers,Pioneers,000000,f57b21
teamId_2972,401553018,False,,,,,NONE,,,,,,,,,,2972,401553018,plymouth-state-panthers,Plymouth State,Panthers,Plymouth State,PLY,Plymouth State Panthers,Panthers,054e39,000000
teamId_2974,401541009,False,,,,,NONE,,,,,,,,,,2974,401541009,shepherd-rams,Shepherd,Rams,Shepherd,SHEP,Shepherd Rams,Rams,000000,
teamId_2977,401549719,False,,,,,NONE,,,,,,,,,,2977,401549719,trinity-ct-bantams,Trinity (CT),Bantams,Trinity CT,TRIN,Trinity (CT) Bantams,Bantams,032d58,fecd01
teamId_2980,401550281,False,,,,,NONE,,,,,,,,,,2980,401550281,ohio-wesleyan-battling-bishops,Ohio Wesleyan,Battling Bishops,Ohio Wesleyan,OW,Ohio Wesleyan Battling Bishops,Battling Bishops,000000,
teamId_2986,401545739,False,,,,,NONE,,,,,,,,,,2986,401545739,fairmont-state-falcons,Fairmont State,Falcons,Fairmnt St,FAI,Fairmont State Falcons,Falcons,000000,
teamId_3066,401545824,False,,,,,NONE,,,,,,,,,,3066,401545824,concordia-st-paul-golden-bears,Concordia-St. Paul,Golden Bears,Cncrdia SP,CON,Concordia-St. Paul Golden Bears,Golden Bears,000000,
teamId_3071,401550045,False,,,,,NONE,,,,,,,,,,3071,401550045,north-central-cardinals,North Central,Cardinals,N Central,NOR,North Central Cardinals,Cardinals,000000,
teamId_3101,401540197,False,,,,,NONE,,,,,,,,,,3101,401540197,utah-tech-trailblazers,Utah Tech,Trailblazers,Utah Tech,UTU,Utah Tech Trailblazers,Trailblazers,000000,
teamId_3110,401541061,False,,,,,NONE,,,,,,,,,,3110,401541061,suny-morrisville-mustangs,SUNY Morrisville,Mustangs,Morrisvlle,MOR,SUNY Morrisville Mustangs,Mustangs,000000,
teamId_3112,401549749,False,,,,,NONE,,,,,,,,,,3112,401549749,christopher-newport-captains,Christopher Newport,Captains,Chris Nwpt,CHR,Christopher Newport Captains,Captains,000000,
teamId_3162,401550066,False,,,,,NONE,,,,,,,,,,3162,401550066,alfred-state-college-pioneers,Alfred State College,Pioneers,Alfred St,ALF,Alfred State College Pioneers,Pioneers,000000,
teamId_6353,401550224,False,,,,,NONE,,,,,,,,,,6353,401550224,lakeland-university-muskies,Lakeland University,Muskies,Lakeland,LAKE,Lakeland University Muskies,Muskies,,
teamId_6845,401547128,False,,,,,NONE,,,,,,,,,,6845,401547128,nebraska-wesleyan-prairie-wolves,Nebraska Wesleyan,Prairie Wolves,NE Wesleyan,NEBW,Nebraska Wesleyan Prairie Wolves,Prairie Wolves,,
